"type","chr","start","end","id","name"
"mirna_primary_transcript","chr7",100093560,100093643,"MI0000082","hsa-mir-25"
"mirna","chr7",100093610,100093630,"MIMAT0004498","hsa-mir-25-5p"
"mirna","chr7",100093571,100093592,"MIMAT0000081","hsa-mir-25-3p"
"mirna_primary_transcript","chr7",100093768,100093847,"MI0000095","hsa-mir-93"
"mirna","chr7",100093815,100093837,"MIMAT0000093","hsa-mir-93-5p"
"mirna","chr7",100093777,100093798,"MIMAT0004509","hsa-mir-93-3p"
"mirna_primary_transcript","chr7",100093993,100094074,"MI0000734","hsa-mir-106b"
"mirna","chr7",100094043,100094063,"MIMAT0000680","hsa-mir-106b-5p"
"mirna","chr7",100094002,100094023,"MIMAT0004672","hsa-mir-106b-3p"
"mirna","chr7",100156611,100156633,"MIMAT0019725","hsa-mir-4658"
"mirna_primary_transcript","chr7",100356651,100356721,"MI0022686","hsa-mir-6840"
"mirna","chr7",100356656,100356679,"MIMAT0027582","hsa-mir-6840-5p"
"mirna","chr7",100356696,100356717,"MIMAT0027583","hsa-mir-6840-3p"
"mirna_primary_transcript","chr7",100868036,100868107,"MI0022722","hsa-mir-6875"
"mirna","chr7",100868041,100868061,"MIMAT0027650","hsa-mir-6875-5p"
"mirna","chr7",100868080,100868101,"MIMAT0027651","hsa-mir-6875-3p"
"mirna_primary_transcript","chr7",101159473,101159555,"MI0017281","hsa-mir-4653"
"mirna","chr7",101159482,101159503,"MIMAT0019718","hsa-mir-4653-5p"
"mirna","chr7",101159524,101159546,"MIMAT0019719","hsa-mir-4653-3p"
"mirna","chr7",102293113,102293130,"MIMAT0016913","hsa-mir-4285"
"mirna_primary_transcript","chr7",102405742,102405855,"MI0006402","hsa-mir-548o"
"mirna","chr7",102465752,102465774,"MIMAT0021082","hsa-mir-5090"
"mirna","chr7",102471472,102471493,"MIMAT0018994","hsa-mir-4467"
"mirna","chr7",114653373,114653393,"MIMAT0018088","hsa-mir-3666"
"mirna","chr7",117020231,117020249,"MIMAT0024616","hsa-mir-6132"
"mirna","chr7",127058148,127058169,"MIMAT0003260","hsa-mir-592"
"mirna_primary_transcript","chr7",128081861,128081960,"MI0003605","hsa-mir-593"
"mirna","chr7",128081876,128081900,"MIMAT0003261","hsa-mir-593-5p"
"mirna","chr7",128081939,128081957,"MIMAT0004802","hsa-mir-593-3p"
"mirna_primary_transcript","chr7",128207872,128207943,"MI0000252","hsa-mir-129-1"
"mirna","chr7",128207920,128207941,"MIMAT0004548","hsa-mir-129-1-3p"
"mirna_primary_transcript","chr7",129770383,129770492,"MI0000272","hsa-mir-182"
"mirna","chr7",129770447,129770470,"MIMAT0000259","hsa-mir-182-5p"
"mirna","chr7",129770406,129770426,"MIMAT0000260","hsa-mir-182-3p"
"mirna_primary_transcript","chr7",129774692,129774769,"MI0000098","hsa-mir-96"
"mirna","chr7",129774739,129774761,"MIMAT0000095","hsa-mir-96-5p"
"mirna","chr7",129774697,129774718,"MIMAT0004510","hsa-mir-96-3p"
"mirna_primary_transcript","chr7",129774905,129775014,"MI0000273","hsa-mir-183"
"mirna","chr7",129774967,129774988,"MIMAT0000261","hsa-mir-183-5p"
"mirna","chr7",129774928,129774949,"MIMAT0004560","hsa-mir-183-3p"
"mirna_primary_transcript","chr7",130496111,130496204,"MI0000816","hsa-mir-335"
"mirna","chr7",130496126,130496148,"MIMAT0000765","hsa-mir-335-5p"
"mirna","chr7",130496162,130496183,"MIMAT0004703","hsa-mir-335-3p"
"mirna_primary_transcript","chr7",130876747,130876810,"MI0000087","hsa-mir-29a"
"mirna","chr7",130876786,130876807,"MIMAT0004503","hsa-mir-29a-5p"
"mirna","chr7",130876748,130876769,"MIMAT0000086","hsa-mir-29a-3p"
"mirna_primary_transcript","chr7",130877459,130877539,"MI0000105","hsa-mir-29b-1"
"mirna","chr7",130877507,130877530,"MIMAT0004514","hsa-mir-29b-1-5p"
"mirna","chr7",133034860,133034878,"MIMAT0018074","hsa-mir-3654"
"mirna","chr7",133290951,133290969,"MIMAT0024617","hsa-mir-6133"
"mirna_primary_transcript","chr7",135206994,135207078,"MI0022221","hsa-mir-6509"
"mirna","chr7",135207044,135207064,"MIMAT0025474","hsa-mir-6509-5p"
"mirna","chr7",135207006,135207027,"MIMAT0025475","hsa-mir-6509-3p"
"mirna_primary_transcript","chr7",136903167,136903294,"MI0003125","hsa-mir-490"
"mirna","chr7",136903205,136903224,"MIMAT0004764","hsa-mir-490-5p"
"mirna","chr7",136903242,136903263,"MIMAT0002806","hsa-mir-490-3p"
"mirna","chr7",138123803,138123820,"MIMAT0018995","hsa-mir-4468"
"mirna_primary_transcript","chr7",139044100,139044157,"MI0033423","hsa-mir-10399"
"mirna","chr7",139044137,139044157,"MIMAT0041629","hsa-mir-10399-5p"
"mirna","chr7",139044100,139044120,"MIMAT0041630","hsa-mir-10399-3p"
"mirna","chr7",142474537,142474557,"MIMAT0044657","hsa-mir-11400"
"mirna_primary_transcript","chr7",143382686,143382800,"MI0022739","hsa-mir-6892"
"mirna","chr7",143382686,143382706,"MIMAT0027684","hsa-mir-6892-5p"
"mirna","chr7",143382780,143382800,"MIMAT0027685","hsa-mir-6892-3p"
"mirna_primary_transcript","chr7",147378017,147378121,"MI0006377","hsa-mir-548f-4"
"mirna_primary_transcript","chr7",151238421,151238538,"MI0003760","hsa-mir-671"
"mirna","chr7",151238449,151238471,"MIMAT0003880","hsa-mir-671-5p"
"mirna","chr7",151238488,151238508,"MIMAT0004819","hsa-mir-671-3p"
"mirna","chr7",151433526,151433547,"MIMAT0018179","hsa-mir-3907"
"mirna_primary_transcript","chr7",157574336,157574422,"MI0000464","hsa-mir-153-2"
"mirna","chr7",157574387,157574408,"MIMAT0026480","hsa-mir-153-5p"
"mirna","chr7",158532733,158532753,"MIMAT0003263","hsa-mir-595"
"mirna","chr7",158591625,158591646,"MIMAT0022501","hsa-mir-5707"
"mirna","chr8",1801133,1801154,"MIMAT0018097","hsa-mir-3674"
"mirna","chr8",1817246,1817266,"MIMAT0003264","hsa-mir-596"
"mirna_primary_transcript","chr8",2076589,2076640,"MI0023621","hsa-mir-7160"
"mirna","chr8",2076589,2076609,"MIMAT0028230","hsa-mir-7160-5p"
"mirna","chr8",2076620,2076640,"MIMAT0028231","hsa-mir-7160-3p"
"mirna","chr8",6622134,6622156,"MIMAT0030982","hsa-mir-8055"
"mirna_primary_transcript","chr8",6745164,6745244,"MI0017287","hsa-mir-4659a"
"mirna","chr8",6745177,6745198,"MIMAT0019726","hsa-mir-4659a-5p"
"mirna","chr8",6745212,6745233,"MIMAT0019727","hsa-mir-4659a-3p"
"mirna_primary_transcript","chr8",6745168,6745240,"MI0017291","hsa-mir-4659b"
"mirna","chr8",6745213,6745231,"MIMAT0019733","hsa-mir-4659b-5p"
"mirna","chr8",6745175,6745196,"MIMAT0019734","hsa-mir-4659b-3p"
"mirna_primary_transcript","chr8",8088941,8089089,"MI0006423","hsa-mir-548i-3"
"mirna","chr8",9048453,9048475,"MIMAT0019728","hsa-mir-4660"
"mirna_primary_transcript","chr8",9741672,9741768,"MI0003609","hsa-mir-597"
"mirna","chr8",9741687,9741708,"MIMAT0003265","hsa-mir-597-5p"
"mirna","chr8",9741729,9741751,"MIMAT0026619","hsa-mir-597-3p"
"mirna_primary_transcript","chr8",9903388,9903472,"MI0000443","hsa-mir-124-1"
"mirna","chr8",10666988,10667004,"MIMAT0016916","hsa-mir-4286"
"mirna","chr8",10825375,10825393,"MIMAT0005953","hsa-mir-1322"
"mirna_primary_transcript","chr8",11035206,11035302,"MI0003610","hsa-mir-598"
"mirna","chr8",11035221,11035242,"MIMAT0003266","hsa-mir-598-3p"
"mirna","chr8",11035257,11035279,"MIMAT0026620","hsa-mir-598-5p"
"mirna_primary_transcript","chr8",12719132,12719190,"MI0019298","hsa-mir-5692a-2"
"mirna_primary_transcript","chr8",12727232,12727304,"MI0016434","hsa-mir-3926-1"
"mirna_primary_transcript","chr8",12727237,12727299,"MI0016437","hsa-mir-3926-2"
"mirna_primary_transcript","chr8",14853438,14853510,"MI0000791","hsa-mir-383"
"mirna","chr8",14853483,14853504,"MIMAT0000738","hsa-mir-383-5p"
"mirna","chr8",14853443,14853461,"MIMAT0026485","hsa-mir-383-3p"
"mirna","chr8",17681588,17681609,"MIMAT0015020","hsa-mir-548v"
"mirna_primary_transcript","chr8",22244966,22245037,"MI0000542","hsa-mir-320a"
"mirna","chr8",22244975,22244996,"MIMAT0000510","hsa-mir-320a-3p"
"mirna","chr8",22245007,22245028,"MIMAT0037311","hsa-mir-320a-5p"
"mirna_primary_transcript","chr8",24953796,24953867,"MI0022687","hsa-mir-6841"
"mirna","chr8",24953841,24953862,"MIMAT0027584","hsa-mir-6841-5p"
"mirna","chr8",24953796,24953816,"MIMAT0027585","hsa-mir-6841-3p"
"mirna_primary_transcript","chr8",25345402,25345474,"MI0022723","hsa-mir-6876"
"mirna","chr8",25345407,25345428,"MIMAT0027652","hsa-mir-6876-5p"
"mirna","chr8",25345451,25345474,"MIMAT0027653","hsa-mir-6876-3p"
"mirna_primary_transcript","chr8",27048853,27048963,"MI0006414","hsa-mir-548h-4"
"mirna","chr8",27048871,27048893,"MIMAT0022723","hsa-mir-548h-3p"
"mirna_primary_transcript","chr8",27433370,27433434,"MI0022688","hsa-mir-6842"
"mirna","chr8",27433375,27433396,"MIMAT0027586","hsa-mir-6842-5p"
"mirna","chr8",27433413,27433434,"MIMAT0027587","hsa-mir-6842-3p"
"mirna_primary_transcript","chr8",27610601,27610751,"MI0022689","hsa-mir-6843"
"mirna","chr8",27610601,27610621,"MIMAT0027588","hsa-mir-6843-3p"
"mirna_primary_transcript","chr8",27701673,27701767,"MI0016014","hsa-mir-3622b"
"mirna","chr8",27701726,27701745,"MIMAT0018005","hsa-mir-3622b-5p"
"mirna","chr8",27701690,27701710,"MIMAT0018006","hsa-mir-3622b-3p"
"mirna_primary_transcript","chr8",27701677,27701759,"MI0016013","hsa-mir-3622a"
"mirna","chr8",27701690,27701711,"MIMAT0018003","hsa-mir-3622a-5p"
"mirna","chr8",27701726,27701747,"MIMAT0018004","hsa-mir-3622a-3p"
"mirna","chr8",27886088,27886106,"MIMAT0016917","hsa-mir-4287"
"mirna","chr8",28505126,28505142,"MIMAT0016918","hsa-mir-4288"
"mirna","chr8",29957318,29957339,"MIMAT0015021","hsa-mir-3148"
"mirna_primary_transcript","chr8",41271048,41271143,"MI0017871","hsa-mir-548ao"
"mirna","chr8",41271102,41271123,"MIMAT0021029","hsa-mir-548ao-5p"
"mirna","chr8",41271065,41271086,"MIMAT0021030","hsa-mir-548ao-3p"
"mirna_primary_transcript","chr8",41660441,41660508,"MI0002470","hsa-mir-486-1"
"mirna_primary_transcript","chr8",41660444,41660507,"MI0023622","hsa-mir-486-2"
"mirna","chr8",42896203,42896224,"MIMAT0018996","hsa-mir-4469"
"mirna","chr8",61714832,61714852,"MIMAT0018997","hsa-mir-4470"
"mirna_primary_transcript","chr8",64379149,64379257,"MI0000444","hsa-mir-124-2"
"mirna","chr8",74548587,74548608,"MIMAT0022469","hsa-mir-5681a"
"mirna","chr8",74548584,74548605,"MIMAT0022480","hsa-mir-5681b"
"mirna","chr8",74705694,74705713,"MIMAT0009977","hsa-mir-2052"
"mirna","chr8",76966778,76966800,"MIMAT0015022","hsa-mir-3149"
"mirna","chr8",79332203,79332224,"MIMAT0049017","hsa-mir-12123"
"mirna","chr8",80241398,80241417,"MIMAT0022502","hsa-mir-5708"
"mirna_primary_transcript","chr8",91205485,91205559,"MI0017289","hsa-mir-4661"
"mirna","chr8",91205494,91205515,"MIMAT0019729","hsa-mir-4661-5p"
"mirna","chr8",91205531,91205552,"MIMAT0019730","hsa-mir-4661-3p"
"mirna","chr8",93029761,93029783,"MIMAT0031011","hsa-mir-8084"
"mirna_primary_transcript","chr8",93916022,93916119,"MI0003840","hsa-mir-378d-2"
"mirna_primary_transcript","chr8",95072911,95072996,"MI0016426","hsa-mir-3150b"
"mirna","chr8",95072924,95072944,"MIMAT0018194","hsa-mir-3150b-3p"
"mirna","chr8",95072961,95072982,"MIMAT0019226","hsa-mir-3150b-5p"
"mirna_primary_transcript","chr8",95072914,95072993,"MI0014177","hsa-mir-3150a"
"mirna","chr8",95072962,95072983,"MIMAT0015023","hsa-mir-3150a-3p"
"mirna","chr8",95072925,95072946,"MIMAT0019206","hsa-mir-3150a-5p"
"mirna","chr8",98393667,98393688,"MIMAT0039323","hsa-mir-9903"
"mirna","chr8",99536651,99536670,"MIMAT0003267","hsa-mir-599"
"mirna_primary_transcript","chr8",99536786,99536861,"MI0005541","hsa-mir-875"
"mirna","chr8",99536830,99536851,"MIMAT0004922","hsa-mir-875-5p"
"mirna","chr8",99536797,99536817,"MIMAT0004923","hsa-mir-875-3p"
"mirna","chr8",100382811,100382832,"MIMAT0018998","hsa-mir-4471"
"mirna","chr8",100703002,100703024,"MIMAT0030020","hsa-mir-7705"
"mirna","chr8",102125483,102125504,"MIMAT0022468","hsa-mir-5680"
"mirna_primary_transcript","chr8",103154614,103154689,"MI0014178","hsa-mir-3151"
"mirna","chr8",103154623,103154643,"MIMAT0015024","hsa-mir-3151-5p"
"mirna","chr8",103154662,103154681,"MIMAT0027026","hsa-mir-3151-3p"
"mirna_primary_transcript","chr8",104484369,104484465,"MI0003612","hsa-mir-548a-3"
"mirna","chr8",104484420,104484441,"MIMAT0004803","hsa-mir-548a-5p"
"mirna","chr8",112643553,112643575,"MIMAT0009978","hsa-mir-2053"
"mirna","chr8",116874740,116874759,"MIMAT0017987","hsa-mir-3610"
"mirna_primary_transcript","chr8",119325171,119325265,"MI0022212","hsa-mir-548az"
"mirna","chr8",119325190,119325211,"MIMAT0025456","hsa-mir-548az-5p"
"mirna","chr8",119325228,119325248,"MIMAT0025457","hsa-mir-548az-3p"
"mirna","chr8",123215831,123215854,"MIMAT0019735","hsa-mir-4663"
"mirna_primary_transcript","chr8",123348034,123348130,"MI0016689","hsa-mir-548aa-1"
"mirna_primary_transcript","chr8",123348034,123348130,"MI0003668","hsa-mir-548d-1"
"mirna","chr8",124508515,124508535,"MIMAT0027589","hsa-mir-6844"
"mirna","chr8",124821988,124822009,"MIMAT0019736","hsa-mir-4662b"
"mirna_primary_transcript","chr8",124821985,124822051,"MI0017290","hsa-mir-4662a"
"mirna","chr8",124821990,124822011,"MIMAT0019731","hsa-mir-4662a-5p"
"mirna","chr8",124822027,124822048,"MIMAT0019732","hsa-mir-4662a-3p"
"mirna","chr8",127795965,127795985,"MIMAT0005868","hsa-mir-1204"
"mirna","chr8",127960640,127960659,"MIMAT0005869","hsa-mir-1205"
"mirna","chr8",128008901,128008921,"MIMAT0005870","hsa-mir-1206"
"mirna_primary_transcript","chr8",128049152,128049238,"MI0006340","hsa-mir-1207"
"mirna","chr8",128049159,128049179,"MIMAT0005871","hsa-mir-1207-5p"
"mirna","chr8",128049203,128049220,"MIMAT0005872","hsa-mir-1207-3p"
"mirna","chr8",128150127,128150146,"MIMAT0005873","hsa-mir-1208"
"mirna","chr8",129484067,129484088,"MIMAT0018114","hsa-mir-3686"
"mirna","chr8",130008360,130008381,"MIMAT0021125","hsa-mir-5194"
"mirna_primary_transcript","chr8",133046481,133046581,"MI0025518","hsa-mir-7848"
"mirna","chr8",133046494,133046516,"MIMAT0030423","hsa-mir-7848-3p"
"mirna_primary_transcript","chr8",134800520,134800607,"MI0000441","hsa-mir-30b"
"mirna","chr8",134800570,134800591,"MIMAT0000420","hsa-mir-30b-5p"
"mirna","chr8",134800532,134800553,"MIMAT0004589","hsa-mir-30b-3p"
"mirna_primary_transcript","chr8",134804876,134804945,"MI0000255","hsa-mir-30d"
"mirna","chr8",134804919,134804940,"MIMAT0000245","hsa-mir-30d-5p"
"mirna","chr8",134804879,134804900,"MIMAT0004551","hsa-mir-30d-3p"
"mirna_primary_transcript","chr8",140732564,140732653,"MI0000809","hsa-mir-151a"
"mirna","chr8",140732623,140732643,"MIMAT0004697","hsa-mir-151a-5p"
"mirna","chr8",140732587,140732607,"MIMAT0000757","hsa-mir-151a-3p"
"mirna_primary_transcript","chr8",141786242,141786313,"MI0006368","hsa-mir-1302-7"
"mirna_primary_transcript","chr8",142176339,142176418,"MI0016823","hsa-mir-4472-1"
"mirna_primary_transcript","chr8",143733083,143733153,"MI0017294","hsa-mir-4664"
"mirna","chr8",143733123,143733144,"MIMAT0019737","hsa-mir-4664-5p"
"mirna","chr8",143733089,143733110,"MIMAT0019738","hsa-mir-4664-3p"
"mirna_primary_transcript","chr8",143812957,143813042,"MI0005759","hsa-mir-937"
"mirna","chr8",143812971,143812992,"MIMAT0004980","hsa-mir-937-3p"
"mirna","chr8",143813010,143813029,"MIMAT0022938","hsa-mir-937-5p"
"mirna_primary_transcript","chr8",143837756,143837816,"MI0022691","hsa-mir-6845"
"mirna","chr8",143837793,143837811,"MIMAT0027590","hsa-mir-6845-5p"
"mirna","chr8",143837756,143837776,"MIMAT0027591","hsa-mir-6845-3p"
"mirna","chr8",143945206,143945229,"MIMAT0003324","hsa-mir-661"
"mirna_primary_transcript","chr8",144057321,144057380,"MI0022692","hsa-mir-6846"
"mirna","chr8",144057354,144057375,"MIMAT0027592","hsa-mir-6846-5p"
"mirna","chr8",144057321,144057341,"MIMAT0027593","hsa-mir-6846-3p"
"mirna_primary_transcript","chr8",144079874,144079942,"MI0022693","hsa-mir-6847"
"mirna","chr8",144079879,144079901,"MIMAT0027594","hsa-mir-6847-5p"
"mirna","chr8",144079918,144079939,"MIMAT0027595","hsa-mir-6847-3p"
"mirna_primary_transcript","chr8",144262673,144262737,"MI0022963","hsa-mir-7112"
"mirna","chr8",144262716,144262737,"MIMAT0028121","hsa-mir-7112-5p"
"mirna","chr8",144262673,144262695,"MIMAT0028122","hsa-mir-7112-3p"
"mirna_primary_transcript","chr8",144317246,144317315,"MI0022694","hsa-mir-6848"
"mirna","chr8",144317288,144317310,"MIMAT0027596","hsa-mir-6848-5p"
"mirna","chr8",144317253,144317271,"MIMAT0027597","hsa-mir-6848-3p"
"mirna_primary_transcript","chr8",144394149,144394230,"MI0005761","hsa-mir-939"
"mirna","chr8",144394193,144394216,"MIMAT0004982","hsa-mir-939-5p"
"mirna","chr8",144394161,144394181,"MIMAT0022939","hsa-mir-939-3p"
"mirna_primary_transcript","chr8",144400086,144400165,"MI0006324","hsa-mir-1234"
"mirna","chr8",144400088,144400109,"MIMAT0005589","hsa-mir-1234-3p"
"mirna_primary_transcript","chr8",144400277,144400345,"MI0022695","hsa-mir-6849"
"mirna","chr8",144400318,144400340,"MIMAT0027598","hsa-mir-6849-5p"
"mirna","chr8",144400277,144400298,"MIMAT0027599","hsa-mir-6849-3p"
"mirna_primary_transcript","chr8",144435551,144435619,"MI0022740","hsa-mir-6893"
"mirna","chr8",144435594,144435614,"MIMAT0027686","hsa-mir-6893-5p"
"mirna","chr8",144435551,144435572,"MIMAT0027687","hsa-mir-6893-3p"
"mirna_primary_transcript","chr8",144462485,144462539,"MI0033424","hsa-mir-10400"
"mirna","chr8",144462519,144462539,"MIMAT0041631","hsa-mir-10400-5p"
"mirna","chr8",144462485,144462506,"MIMAT0041632","hsa-mir-10400-3p"
"mirna_primary_transcript","chr8",144791931,144791991,"MI0022696","hsa-mir-6850"
"mirna","chr8",144791970,144791991,"MIMAT0027600","hsa-mir-6850-5p"
"mirna","chr8",144791935,144791954,"MIMAT0027601","hsa-mir-6850-3p"
"mirna_primary_transcript","chr9",30144,30281,"MI0015978","hsa-mir-1302-9"
"mirna_primary_transcript","chr9",4850297,4850375,"MI0000739","hsa-mir-101-2"
"mirna","chr9",4850308,4850329,"MIMAT0037312","hsa-mir-101-2-5p"
"mirna_primary_transcript","chr9",6007826,6007904,"MI0017295","hsa-mir-4665"
"mirna","chr9",6007835,6007857,"MIMAT0019739","hsa-mir-4665-5p"
"mirna","chr9",6007871,6007896,"MIMAT0019740","hsa-mir-4665-3p"
"mirna_primary_transcript","chr9",18573306,18573379,"MI0014179","hsa-mir-3152"
"mirna","chr9",18573350,18573371,"MIMAT0015025","hsa-mir-3152-3p"
"mirna","chr9",18573316,18573337,"MIMAT0019207","hsa-mir-3152-5p"
"mirna","chr9",20411161,20411182,"MIMAT0019000","hsa-mir-4473"
"mirna_primary_transcript","chr9",20502265,20502342,"MI0016826","hsa-mir-4474"
"mirna","chr9",20502310,20502330,"MIMAT0019234","hsa-mir-4474-5p"
"mirna","chr9",20502277,20502298,"MIMAT0019001","hsa-mir-4474-3p"
"mirna_primary_transcript","chr9",20716105,20716188,"MI0003126","hsa-mir-491"
"mirna","chr9",20716120,20716141,"MIMAT0002807","hsa-mir-491-5p"
"mirna","chr9",20716154,20716175,"MIMAT0004765","hsa-mir-491-3p"
"mirna_primary_transcript","chr9",21512115,21512185,"MI0000089","hsa-mir-31"
"mirna","chr9",21512158,21512178,"MIMAT0000089","hsa-mir-31-5p"
"mirna","chr9",21512121,21512142,"MIMAT0004504","hsa-mir-31-3p"
"mirna_primary_transcript","chr9",28863626,28863706,"MI0005542","hsa-mir-876"
"mirna","chr9",28863675,28863696,"MIMAT0004924","hsa-mir-876-5p"
"mirna","chr9",28863636,28863657,"MIMAT0004925","hsa-mir-876-3p"
"mirna_primary_transcript","chr9",28888879,28888955,"MI0005564","hsa-mir-873"
"mirna","chr9",28888925,28888945,"MIMAT0004953","hsa-mir-873-5p"
"mirna","chr9",28888889,28888910,"MIMAT0022717","hsa-mir-873-3p"
"mirna","chr9",33108700,33108719,"MIMAT0049011","hsa-mir-12117"
"mirna_primary_transcript","chr9",33467869,33467935,"MI0022697","hsa-mir-6851"
"mirna","chr9",33467908,33467930,"MIMAT0027602","hsa-mir-6851-5p"
"mirna","chr9",33467869,33467889,"MIMAT0027603","hsa-mir-6851-3p"
"mirna_primary_transcript","chr9",35608094,35608159,"MI0017297","hsa-mir-4667"
"mirna","chr9",35608096,35608117,"MIMAT0019743","hsa-mir-4667-5p"
"mirna","chr9",35608139,35608159,"MIMAT0019744","hsa-mir-4667-3p"
"mirna_primary_transcript","chr9",35710676,35710741,"MI0022698","hsa-mir-6852"
"mirna","chr9",35710716,35710736,"MIMAT0027604","hsa-mir-6852-5p"
"mirna","chr9",35710684,35710700,"MIMAT0027605","hsa-mir-6852-3p"
"mirna_primary_transcript","chr9",35732922,35732995,"MI0022699","hsa-mir-6853"
"mirna","chr9",35732927,35732950,"MIMAT0027606","hsa-mir-6853-5p"
"mirna","chr9",35732974,35732995,"MIMAT0027607","hsa-mir-6853-3p"
"mirna","chr9",36823542,36823563,"MIMAT0019002","hsa-mir-4475"
"mirna","chr9",36864254,36864274,"MIMAT0019083","hsa-mir-4540"
"mirna","chr9",36893466,36893487,"MIMAT0019003","hsa-mir-4476"
"mirna","chr9",40929010,40929031,"MIMAT0005887","hsa-mir-1299"
"mirna_primary_transcript","chr9",70809975,70810084,"MI0000284","hsa-mir-204"
"mirna","chr9",70810031,70810052,"MIMAT0000265","hsa-mir-204-5p"
"mirna","chr9",70809993,70810013,"MIMAT0022693","hsa-mir-204-3p"
"mirna_primary_transcript","chr9",83969748,83969857,"MI0000263","hsa-mir-7-1"
"mirna","chr9",83969771,83969792,"MIMAT0004553","hsa-mir-7-1-3p"
"mirna","chr9",88745877,88745895,"MIMAT0016920","hsa-mir-4289"
"mirna","chr9",89312274,89312296,"MIMAT0015026","hsa-mir-3153"
"mirna","chr9",90023451,90023469,"MIMAT0016921","hsa-mir-4290"
"mirna_primary_transcript","chr9",91636251,91636361,"MI0016414","hsa-mir-3910-1"
"mirna_primary_transcript","chr9",91636264,91636345,"MI0016431","hsa-mir-3910-2"
"mirna","chr9",92292461,92292484,"MIMAT0018071","hsa-mir-3651"
"mirna_primary_transcript","chr9",92527984,92528058,"MI0017301","hsa-mir-4670"
"mirna","chr9",92528030,92528051,"MIMAT0019750","hsa-mir-4670-5p"
"mirna","chr9",92527991,92528012,"MIMAT0019751","hsa-mir-4670-3p"
"mirna_primary_transcript","chr9",93594841,93594894,"MI0019145","hsa-mir-548au"
"mirna","chr9",93594841,93594861,"MIMAT0022291","hsa-mir-548au-5p"
"mirna","chr9",93594874,93594894,"MIMAT0022292","hsa-mir-548au-3p"
"mirna","chr9",93819367,93819382,"MIMAT0016922","hsa-mir-4291"
"mirna_primary_transcript","chr9",94175957,94176036,"MI0000060","hsa-let-7a-1"
"mirna_primary_transcript","chr9",94176347,94176433,"MI0000067","hsa-let-7f-1"
"mirna","chr9",94176409,94176430,"MIMAT0004486","hsa-let-7f-1-3p"
"mirna_primary_transcript","chr9",94178834,94178920,"MI0000065","hsa-let-7d"
"mirna","chr9",94178841,94178862,"MIMAT0000065","hsa-let-7d-5p"
"mirna","chr9",94178895,94178916,"MIMAT0004484","hsa-let-7d-3p"
"mirna","chr9",94809977,94809998,"MIMAT0011778","hsa-mir-2278"
"mirna","chr9",95065406,95065429,"MIMAT0023706","hsa-mir-6081"
"mirna_primary_transcript","chr9",95085208,95085304,"MI0000439","hsa-mir-23b"
"mirna","chr9",95085227,95085248,"MIMAT0004587","hsa-mir-23b-5p"
"mirna","chr9",95085265,95085287,"MIMAT0000418","hsa-mir-23b-3p"
"mirna_primary_transcript","chr9",95085445,95085541,"MI0000440","hsa-mir-27b"
"mirna","chr9",95085463,95085484,"MIMAT0004588","hsa-mir-27b-5p"
"mirna","chr9",95085505,95085525,"MIMAT0000419","hsa-mir-27b-3p"
"mirna_primary_transcript","chr9",95086014,95086094,"MI0014181","hsa-mir-3074"
"mirna","chr9",95086024,95086045,"MIMAT0015027","hsa-mir-3074-3p"
"mirna","chr9",95086063,95086083,"MIMAT0019208","hsa-mir-3074-5p"
"mirna_primary_transcript","chr9",95086021,95086088,"MI0000080","hsa-mir-24-1"
"mirna","chr9",95086027,95086048,"MIMAT0000079","hsa-mir-24-1-5p"
"mirna_primary_transcript","chr9",97363554,97363681,"MI0006369","hsa-mir-1302-8"
"mirna_primary_transcript","chr9",98229149,98229217,"MI0022700","hsa-mir-6854"
"mirna","chr9",98229189,98229212,"MIMAT0027608","hsa-mir-6854-5p"
"mirna","chr9",98229149,98229169,"MIMAT0027609","hsa-mir-6854-3p"
"mirna","chr9",106600990,106601012,"MIMAT0031008","hsa-mir-8081"
"mirna_primary_transcript","chr9",109046229,109046298,"MI0000090","hsa-mir-32"
"mirna","chr9",109046272,109046293,"MIMAT0000090","hsa-mir-32-5p"
"mirna","chr9",109046231,109046252,"MIMAT0004505","hsa-mir-32-3p"
"mirna_primary_transcript","chr9",109511475,109511545,"MI0016435","hsa-mir-3927"
"mirna","chr9",109511480,109511501,"MIMAT0018202","hsa-mir-3927-3p"
"mirna","chr9",109511518,109511538,"MIMAT0022970","hsa-mir-3927-5p"
"mirna","chr9",111271193,111271214,"MIMAT0030017","hsa-mir-7702"
"mirna_primary_transcript","chr9",111932100,111932169,"MI0017298","hsa-mir-4668"
"mirna","chr9",111932100,111932122,"MIMAT0019745","hsa-mir-4668-5p"
"mirna","chr9",111932147,111932169,"MIMAT0019746","hsa-mir-4668-3p"
"mirna_primary_transcript","chr9",114209434,114209529,"MI0003513","hsa-mir-455"
"mirna","chr9",114209449,114209470,"MIMAT0003150","hsa-mir-455-5p"
"mirna","chr9",114209487,114209507,"MIMAT0004784","hsa-mir-455-3p"
"mirna","chr9",120244985,120245004,"MIMAT0000251","hsa-mir-147a"
"mirna","chr9",122120147,122120163,"MIMAT0019006","hsa-mir-4478"
"mirna","chr9",123111561,123111583,"MIMAT0003268","hsa-mir-600"
"mirna","chr9",123402567,123402588,"MIMAT0003269","hsa-mir-601"
"mirna","chr9",123485584,123485601,"MIMAT0028211","hsa-mir-7150"
"mirna_primary_transcript","chr9",124692442,124692551,"MI0000269","hsa-mir-181a-2"
